"","lga_id","UID","NAME","TYPE","WARD","COMMUNITY","unique_lga"
"6271",271,"cjwm","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","GBEMACHI","ADETSAV","benue_gwer_east"
"6272",271,"lirq","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","IKWE","IGBOR","benue_gwer_east"
"6273",271,"onfh","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","ALIADE/MBALAV","LELE","benue_gwer_east"
"6274",271,"eewl","DR. AGBENOR'S CLINIC","wardmodelphccentre","MBASOMBO","IKPAYONGO","benue_gwer_east"
"6275",271,"terg","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","MBABUR","AHUMBE","benue_gwer_east"
"6276",271,"guvt","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","UGEE","KUEGH","benue_gwer_east"
"6277",271,"zscp","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","MBABUR","USAR","benue_gwer_east"
"6278",271,"wypl","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","IKYONOV","MBAMUNE","benue_gwer_east"
"6279",271,"qxmr","LOCAL GOVERNMENT HEALTAH CLINIC","primaryhealthclinic","ISHOUGH","AGEN","benue_gwer_east"
"6280",271,"fbkp","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","UBII-IKYOGBAJIR","TOMATAR","benue_gwer_east"
"6281",271,"irvl","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","MBAYON","MBAIOV","benue_gwer_east"
"6282",271,"nhww","CITY CLINIC AND MATERNITY","wardmodelphccentre","MBASOMBO","TARAKU","benue_gwer_east"
"6283",271,"quhg","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","MBABUR","GYUNGU","benue_gwer_east"
"6284",271,"szxg","COMPREHENSIVE HEALTH CENTRE","comprehensivehealthcentre","MBASOMBO","IKPAYONGO","benue_gwer_east"
"6285",271,"qixk","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","UGEE","HOWE","benue_gwer_east"
"6286",271,"wxkg","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","UGEE","TOMATAR (AGE)","benue_gwer_east"
"6287",271,"pzoi","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","GEE","MBAKINEE","benue_gwer_east"
"6288",271,"rekx","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","GBEMAILO","ANSHAMBE","benue_gwer_east"
"6289",271,"podf","LOCAL GOVERNMENT HEALTH CLINIC","primaryhealthclinic","UGEE","TSE-BIAGA","benue_gwer_east"
"6290",271,"tfkd","ST. GREGORY'S CATH CLINIC","wardmodelphccentre","IKWE","IKPAYONGO","benue_gwer_east"
"6291",271,"dsby","SHORUN CLINIC AND MATERNITY","wardmodelphccentre","MBASOMBO","ABEM","benue_gwer_east"
"6292",272,"ojmj","Ebete Health Post","primaryhealthclinic","T/ijaha","Ebete","benue_gwer_west"
"6293",272,"ncra","AGBO Health Post","healthpostdispensary","SENGEV/YENGEV","AGBO","benue_gwer_west"
"6294",272,"basf","Nyamshi HC","primaryhealthclinic","Tijime","Aba","benue_gwer_west"
"6295",272,"qzjh","AKUME Health Post","healthpostdispensary","SENGEV/YENGEV","AKUME","benue_gwer_west"
"6296",272,"rcym","Gida pepa Health Post","healthpostdispensary","T/ijaha","Gidan pepa","benue_gwer_west"
"6297",272,"ucci","UGENDE HC","primaryhealthcarecentre","GBAANGETONGOV","AGBERAGBA","benue_gwer_west"
"6298",272,"kmfv","Tongov","healthpostdispensary","Gbaangetongov","Enger","benue_gwer_west"
"6299",272,"xnfk","Mbaakem Health Post","healthpostdispensary","Mbadunde","Ikande","benue_gwer_west"
"6300",272,"qhwh","Tswarev Health Post","dentalclinic","Mbapupuu","Agbaja","benue_gwer_west"
"6301",272,"sckl","Nyafada HC","primaryhealthclinic","Tijime","Nyadafa","benue_gwer_west"
"6302",272,"ogtk","TSWRAVE Health Post","healthpostdispensary","MBAPUPUU/TSWAREV","AGBAJA","benue_gwer_west"
"6303",272,"jjvm","OLIgijamu Health Post","healthpostdispensary","T/ijaha","Oligidamu","benue_gwer_west"
"6304",272,"hics","MBATSUGH Health Post","healthpostdispensary","AVIHIJIME","MBATSUGH","benue_gwer_west"
"6305",272,"ximi","UKUSU","healthpostdispensary","S/UKUSU","ADAA","benue_gwer_west"
"6306",272,"pyel","Mbapupuu HC","primaryhealthclinic","Mbapupuu/swarev","Agekpa","benue_gwer_west"
"6307",272,"rsvs","Mbapupuu HC","primaryhealthclinic","Mbapupuu/swarev","Agekp","benue_gwer_west"
"6308",272,"ymng","NYADAFA HC","healthpostdispensary","TIJIME","NYADAFA","benue_gwer_west"
"6309",272,"bxid","New Nigeria Health Post","healthpostdispensary","T/ijaha","New Nigeria","benue_gwer_west"
"6310",274,"bale","Kimbe Dispensary","healthpostdispensary","Guduf","Kimbe","borno_gwoza"
"6311",274,"erbt","Jaje Dispensary","healthpostdispensary","Hambagda/Limankara","Hambagda/Limankara","borno_gwoza"
"6312",274,"qrtm","Pulka MCH","maternity","Pulka/Bokko","Pulka/Bokko","borno_gwoza"
"6313",274,"spbg","Ndaba Kura Health Clinic","primaryhealthclinic","Kirawa","Kirawa","borno_gwoza"
"6314",274,"lyaf","Fadagwe Dispensary","healthpostdispensary","Bulabilin/Gwoza Waka","Fadagwe","borno_gwoza"
"6315",274,"jixm","Hudimcha Dispensary","healthpostdispensary","Ngoshe","Ngoshe","borno_gwoza"
"6316",274,"tczq","Dure Dispensary","healthpostdispensary","Wala/Warabe","Dure","borno_gwoza"
"6317",274,"qafd","Ashigashiya Dispensary","healthpostdispensary","Ashigashiya","Ashigashiya","borno_gwoza"
"6318",274,"ebfg","Pulka MCH","maternity","Pulka/Bokko","Pulka","borno_gwoza"
"6319",274,"cnyu","Fadagwe Dispensary","healthpostdispensary","Bulabilin/Gwoza Waka","Bulabilin/Gwoza Waka","borno_gwoza"
"6320",274,"hgnp","Bokko Dispensary","healthpostdispensary","Pulka/Bokko","Bokko","borno_gwoza"
"6321",274,"rwvk","Agapalawa Dispensary","healthpostdispensary","Gava/Agapalawa","Gava/Agapalawa","borno_gwoza"
"6322",274,"vgpz","Ndaba Kura Health Clinic","primaryhealthclinic","Kirawa/Jimini","Ndaba Kura","borno_gwoza"
"6323",274,"cjge","Takwala Dispensary","healthpostdispensary","Wala/Warabe","Takwala","borno_gwoza"
"6324",274,"cwfy","Arboko Health Clinic","primaryhealthclinic","Chikede/Kughum/Johod","Arboko","borno_gwoza"
"6325",274,"ngnz","Pulka COCIN Dispensary","primaryhealthclinic","Pulka/Bokko","Pulka","borno_gwoza"
"6326",274,"lkxz","Pulka COCIN Dispensary","primaryhealthclinic","Pulka/Bokko","Pulka/Bokko","borno_gwoza"
"6327",274,"lddr","Dure Dispensary","healthpostdispensary","Wala/Warabe","Wala/Warabe","borno_gwoza"
"6328",274,"psiw","Takwala Dispensary","healthpostdispensary","Gava/Agapalawa","Takwala","borno_gwoza"
"6329",274,"pgxv","Madube Dispensary","healthpostdispensary","Bita/Izge-Madube","Bita/Izge-Madube","borno_gwoza"
"6330",274,"umqi","Limankara Health Clinic","primaryhealthclinic","Hambagda/Limankara","Limankara","borno_gwoza"
"6331",274,"xnff","General Hospital Ngoshe","generalhospital","Ngoshe","Ngoshe","borno_gwoza"
"6332",274,"mcfw","Ndaba Health Clinic","primaryhealthclinic","Kirawa/Jimini","Ndaba","borno_gwoza"
"6333",274,"uere","Ngoshe Sama Dispensary","healthpostdispensary","Ngoshe","Ngoshe","borno_gwoza"
"6334",274,"vkta","Hadakaya Dispensary","healthpostdispensary","Chikede/Kughum/Johod","Hadakaya","borno_gwoza"
"6335",274,"pcoa","Ndaba Health Clinic","primaryhealthclinic","Kirawa","Kirawa","borno_gwoza"
"6336",274,"ftgb","General Hospital Gwoza","generalhospital","Hausari/Gadamayo","Gwoza","borno_gwoza"
"6337",274,"wvom","Yamtake Dispensary","healthpostdispensary","Hambagda/Limankara","Hambagda/Limankara","borno_gwoza"
"6338",274,"vuul","Takwala Dispensary","healthpostdispensary","Gava/Agapalawa","Gava/Agapalawa","borno_gwoza"
"6339",274,"espx","Bokko Dispensary","healthpostdispensary","Pulka/Bokko","Pulka/Bokko","borno_gwoza"
"6340",274,"ankd","Jaje Dispensary","healthpostdispensary","Hambagda/Limankara","Jaje","borno_gwoza"
"6341",274,"dqrg","Koghum Health Clinic","primaryhealthclinic","Ngoshe","Koghum","borno_gwoza"
"6342",274,"ajrs","Takwala Dispensary","healthpostdispensary","Takwala Dispensary","Takwala Dispensary","borno_gwoza"
"6343",274,"inpl","Izge PHC","primaryhealthcarecentre","Bita/Izge","Izge","borno_gwoza"
"6344",274,"emuk","Gwoza MCH","maternity","Hausari/Gadamayo","Hausari/Gadamayo","borno_gwoza"
"6345",274,"febv","Gwoza General Hospital","generalhospital","Hausari/Gadamayo","Hausari/Gadamayo","borno_gwoza"
"6346",274,"vjrx","Barawa EYN Dispensary","primaryhealthclinic","Chikede/Kughum/Johod","Barawa","borno_gwoza"
"6347",274,"knmc","Wala MCH","maternity","Wala/Warabe","Wala","borno_gwoza"
"6348",274,"kcxx","Barawa Dispensary","healthpostdispensary","Chikede/Koghum/Johod","Chikede/Koghum/Johod","borno_gwoza"
"6349",274,"vgll","Gwoza MCH","maternity","Hausari/Gadamayo","Gwoza","borno_gwoza"
"6350",274,"zhjz","Limankara Health Clinic","primaryhealthclinic","Hambagda/Limankara","Hambagda/Limankara","borno_gwoza"
"6351",274,"ndwr","Kirawa General Hospital","generalhospital","Kirawa","Kirawa","borno_gwoza"
"6352",274,"gpnw","Ngoshe General Hospital","generalhospital","Ngoshe","Ngoshe","borno_gwoza"
"6353",274,"lvgs","Valengade Dispensary","healthpostdispensary","Hambagda/Limankara","Valengade","borno_gwoza"
"6354",274,"dbcc","Wala MCH","maternity","Wala/Warabe","Wala/Warabe","borno_gwoza"
"6355",274,"mbsv","Madube Dispensary","healthpostdispensary","Bita/Izge","Madube","borno_gwoza"
"6356",274,"ftyh","Kimbe Dispensary","healthpostdispensary","Guduf","Guduf","borno_gwoza"
"6357",274,"qgtx","Izge PHC","primaryhealthcarecentre","Bita/Izge-Izge","Bita/Izge-Izge","borno_gwoza"
"6358",274,"sipb","Hudimcha Dispensary","healthpostdispensary","Ngoshe","Hudimcha","borno_gwoza"
"6359",274,"iazu","Bita Health Clinic","primaryhealthclinic","Bita/Izge","Bita","borno_gwoza"
"6360",274,"rohn","Arboko Health Clinic","primaryhealthclinic","Chikede/Koghum/Johod","Chikede/Koghum/Johod","borno_gwoza"
"6361",274,"mocx","Gava Dispensary","healthpostdispensary","Gava/Agapalawa","Gava","borno_gwoza"
"6362",274,"czeh","Kirawa Dispensary","healthpostdispensary","Kirawa","Kirawa","borno_gwoza"
"6363",274,"oqka","Kirawa Dispensary","healthpostdispensary","Kirawa/Jimini","Kirawa","borno_gwoza"
"6364",274,"mfal","Yamtake Dispensary","healthpostdispensary","Hambagda/Limankara","Yamtake","borno_gwoza"
"6365",274,"buxr","Valengade Dispensary","healthpostdispensary","Hambagda/Limankara","Hambagda/Limankara","borno_gwoza"
"6366",274,"hqhj","Bita Health Centre","primaryhealthclinic","Bita/Izge-Bita","Bita/Izge-Bita","borno_gwoza"
"6367",274,"qcni","Hadakaya Dispensary","healthpostdispensary","Chikede/Koghum/Johod","Chikede/Koghum/Johod","borno_gwoza"
"6368",274,"huue","Koghum Health Clinic","primaryhealthclinic","Ngoshe","Ngoshe","borno_gwoza"
"6369",274,"sdda","Agapalawa Dispensary","healthpostdispensary","Gava/Agapalawa","Agapalawa","borno_gwoza"
"6370",274,"uxrk","General Hospital Kirawa","generalhospital","Kirawa/Jimini","Kirawa","borno_gwoza"
"6371",274,"rhig","Gava Dispensary","healthpostdispensary","Gava/Agapalawa","Gava/Agapalawa","borno_gwoza"
"6372",274,"dxjr","Ngoshe Sama Dispensary","healthpostdispensary","Ngoshe","Ngoshe Sama","borno_gwoza"
"6373",275,"orau","Umar Galaha Memorial Hospital","primaryhealthclinic","Matsaro","Matsaro","jigawa_hadejia"
"6374",275,"dvvu","Adamu Kwano Memorial Clinic","primaryhealthclinic","Matsaro","Maje Road ; Matsaro","jigawa_hadejia"
"6375",275,"csnx","Fanisau PHC","primaryhealthcarecentre","Yankoli","Fanisau","jigawa_hadejia"
"6376",276,"eend","Gula Dispensary","healthpostdispensary","Shaffa/Gula","Shaffa/Gula","borno_hawul"
"6377",276,"hcqw","Tashan Alade Dispensary","healthpostdispensary","Kwajaffa","Kwajaffa","borno_hawul"
"6378",276,"slri","Yimirshika Health Clinic","primaryhealthclinic","Kida","Yimirshika","borno_hawul"
"6379",276,"tpuf","Hema Health Post","healthpostdispensary","Sakwa/Hema","Hema","borno_hawul"
"6380",276,"ozlt","Gula Dispensary","healthpostdispensary","Shaffa","Gula","borno_hawul"
"6381",276,"vfkq","Whitambaya Dispensary","healthpostdispensary","Pama/Whitam","Pama/Whitam","borno_hawul"
"6382",276,"hixs","Guma Dispensary","healthpostdispensary","Grim/Damchoba","Grim/Damchoba","borno_hawul"
"6383",276,"ikti","Hyera Dispensary","healthpostdispensary","Puba/Vidam","Puba/Vidam","borno_hawul"
"6384",276,"cong","Vinadam Dispensary","healthpostdispensary","Grim/Damchoba","Grim/Damchoba","borno_hawul"
"6385",276,"rjjb","Gangshaffa Dispensary","healthpostdispensary","Kwajaffa","Kwajaffa","borno_hawul"
"6386",276,"aqeq","Gwalam Dispensary","healthpostdispensary","Puba/Vidam","Puba/Vidam","borno_hawul"
"6387",276,"ihnv","Kukurupu Dispensary","healthpostdispensary","Puba/Vidam","Puba/Vidam","borno_hawul"
"6388",276,"wxje","Azare General Hospital","generalhospital","Pama/Whitam","Pama/Whitam","borno_hawul"
"6389",276,"iujq","Kida PHC","healthpostdispensary","Kida","Kida","borno_hawul"
"6390",276,"lmpd","Shitikam Health Post","healthpostdispensary","Kwaya Bura","Shitikam","borno_hawul"
"6391",276,"ucel","Yimirshika Health Clinic","primaryhealthclinic","Kida","Kida","borno_hawul"
"6392",276,"xivq","Marama General Hospital","generalhospital","Marama/Kidang","Marama/Kidang","borno_hawul"
"6393",276,"wifu","Shitikam Health Post","healthpostdispensary","Kwaya Bura","Kwaya Bura","borno_hawul"
"6394",276,"rvso","Hema Heatlh Post","healthpostdispensary","Sakwa/Hema","Sakwa/Hema","borno_hawul"
"6395",276,"bhea","Harang Dispensary","healthpostdispensary","Kwajaffa","Kwajaffa","borno_hawul"
"6396",276,"offh","Chata Health Post","healthpostdispensary","Gwanzang/Chata","Gwanzang/Chata","borno_hawul"
"6397",277,"tdnj","Za'a Health Clinic","primaryhealthclinic","Garaha","","adamawa_hong"
"6398",277,"uhsl","Mbalwaha Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6399",277,"cptb","Clinic 'C'","primaryhealthclinic","Hong","","adamawa_hong"
"6400",277,"yykn","Hildi PHC","primaryhealthclinic","Hildi","","adamawa_hong"
"6401",277,"mkqv","Kwapre Health Clinic","primaryhealthclinic","Garaha","","adamawa_hong"
"6402",277,"cmne","Kala'a Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6403",277,"urwe","Gaya kuvu  Health Clinic","primaryhealthclinic","Gaya","","adamawa_hong"
"6404",277,"tviw","Kinking Health Clinic","primaryhealthclinic","Garaha","","adamawa_hong"
"6405",277,"hnwl","Usaku clinic","primaryhealthclinic","Kwarhi","","adamawa_hong"
"6406",277,"ajys","Kubutava  Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6407",277,"cftz","Gudumiya  Health Clinic","primaryhealthclinic","Hong","","adamawa_hong"
"6408",277,"nabn","Methol  Health Clinic","primaryhealthclinic","Daksiri","","adamawa_hong"
"6409",277,"dxot","Za'a Health Clinic","primaryhealthclinic","Garaha","","adamawa_hong"
"6410",277,"nzlf","Makera Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6411",277,"svfk","Paragalda  Health Clinic","primaryhealthclinic","Hildi","","adamawa_hong"
"6412",277,"ryxo","Maki  Health Clinic","primaryhealthclinic","Gaya","","adamawa_hong"
"6413",277,"ofxl","Dzaga Yerima  Health Clinic","primaryhealthclinic","Husherizum","","adamawa_hong"
"6414",277,"fsho","Mbulanga  Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6415",277,"dpco","Mombol  Health Clinic","primaryhealthclinic","Husherizum","","adamawa_hong"
"6416",277,"dbwv","LCCN clinic Pella","primaryhealthclinic","Thilbang","","adamawa_hong"
"6417",277,"crmg","Fa'a chibok  Health Clinic","primaryhealthclinic","Gaya","","adamawa_hong"
"6418",277,"uayv","Dakza Health Clinic","primaryhealthclinic","Daksiri","","adamawa_hong"
"6419",277,"jbbq","Dilwachira  Health Clinic","primaryhealthclinic","Husherizum","","adamawa_hong"
"6420",277,"pypw","Jalingo  Health Clinic","primaryhealthclinic","UBA","","adamawa_hong"
"6421",277,"bwlk","Dzailwa  Health Clinic","primaryhealthclinic","Hildi","","adamawa_hong"
"6422",277,"jnbm","Dulmu  Health Clinic","primaryhealthclinic","Gaya","","adamawa_hong"
"6423",277,"tcwd","Gaya fa'a  Health Clinic","primaryhealthclinic","Gaya","","adamawa_hong"
"6424",277,"kbqs","Zhedinyi  Health Clinic","primaryhealthclinic","Daksiri","","adamawa_hong"
"6425",277,"bmsw","Lar Health Clinic","primaryhealthclinic","Garaha","","adamawa_hong"
"6426",277,"qmhz","Shiwa kala'a  Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6427",277,"qcra","Kubutava  Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6428",277,"ckwo","Kwanan kuka Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6429",277,"oiyh","Wuro bokki  Health Clinic","primaryhealthclinic","Daksiri","","adamawa_hong"
"6430",277,"urli","chika  Health Clinic","primaryhealthclinic","Gaya","","adamawa_hong"
"6431",277,"yjqu","Mbulanga  Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6432",277,"ekyi","Mombol  Health Clinic","primaryhealthclinic","Daksiri","","adamawa_hong"
"6433",277,"rmuk","Garari  Health Clinic","primaryhealthclinic","Husherizum","","adamawa_hong"
"6434",277,"vvqp","Kwatau  Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6435",277,"kcfe","Dulmu  Health Clinic","primaryhealthclinic","Gaya","","adamawa_hong"
"6436",277,"hzmy","Lar Health Clinic","primaryhealthclinic","Garaha","","adamawa_hong"
"6437",277,"fbbk","Banga  Health Clinic","primaryhealthclinic","Garaha","","adamawa_hong"
"6438",277,"tdyk","Mombol  Health Clinic","primaryhealthclinic","Daksiri","","adamawa_hong"
"6439",277,"ayfq","Garaha maternity Centre","cottagehospital","Garaha","","adamawa_hong"
"6440",277,"adcy","Mutuku  Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6441",277,"ewqo","Worro Kal  Health Clinic","primaryhealthclinic","UBA","","adamawa_hong"
"6442",277,"dshj","Kwakwa  Health Clinic","primaryhealthclinic","Husherizum","","adamawa_hong"
"6443",277,"yxpm","LCCN clinic Pella","primaryhealthclinic","Thilbang","","adamawa_hong"
"6444",277,"cilh","Safaran clinic","primaryhealthclinic","Shangui","","adamawa_hong"
"6445",277,"pbhn","Jalingo  Health Clinic","primaryhealthclinic","UBA","","adamawa_hong"
"6446",277,"tnwo","Midila  Health Clinic","primaryhealthclinic","Thilbang","","adamawa_hong"
"6447",277,"yecx","UBA Clinic 'A'","primaryhealthclinic","UBA","","adamawa_hong"
"6448",277,"vffp","Tastading  Health Clinic","primaryhealthclinic","Daksiri","","adamawa_hong"
"6449",277,"ukrv","Clinic 'A' Hong","primaryhealthclinic","Thilbang","","adamawa_hong"
"6450",277,"bbmb","Dilwachira  Health Clinic","primaryhealthclinic","Husherizum","","adamawa_hong"
"6451",277,"gscs","Dabna Health Clinic","primaryhealthclinic","Garaha","","adamawa_hong"
"6452",277,"qgtt","Barka clinic","primaryhealthclinic","UBA","","adamawa_hong"
"6453",277,"zkzz","Gashala zagabu clinic","primaryhealthclinic","Gaya","","adamawa_hong"
"6454",277,"xqbb","EYN Clinic","primaryhealthclinic","Kwarhi","","adamawa_hong"
"6455",277,"wxbx","Gashaka  Health Clinic","primaryhealthclinic","Thilbang","","adamawa_hong"
"6456",277,"luku","Kwanan kuka Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6457",277,"pvkb","Worro Kal  Health Clinic","primaryhealthclinic","UBA","","adamawa_hong"
"6458",277,"udee","Valla hospital Kala'a","primaryhealthclinic","Banshika","","adamawa_hong"
"6459",277,"grtq","Rapha clinic kukurpu","primaryhealthclinic","Thilbang","","adamawa_hong"
"6460",277,"fibo","Paragalda  Health Clinic","primaryhealthclinic","Hildi","","adamawa_hong"
"6461",277,"qkfq","Musuda  Health Clinic","primaryhealthclinic","Gaya","","adamawa_hong"
"6462",277,"mgpd","Gashala  Health Clinic","primaryhealthclinic","Gaya","Gashala Mamudu","adamawa_hong"
"6463",277,"kyyt","Banshika Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6464",277,"uzjt","Duchidama  Health Clinic","primaryhealthclinic","Daksiri","","adamawa_hong"
"6465",277,"rluv","Methol  Health Clinic","primaryhealthclinic","Daksiri","","adamawa_hong"
"6466",277,"acts","UBA Clinic 'B'","primaryhealthclinic","UBA","","adamawa_hong"
"6467",277,"qagd","Musuda  Health Clinic","primaryhealthclinic","Gaya","","adamawa_hong"
"6468",277,"gwwp","Kwatau  Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6469",277,"baxf","Gudumiya  Health Clinic","primaryhealthclinic","Hong","","adamawa_hong"
"6470",277,"dlhc","Dzailwa  Health Clinic","primaryhealthclinic","Hildi","","adamawa_hong"
"6471",277,"gojd","Fachi  Health Clinic","primaryhealthclinic","Thilbang","","adamawa_hong"
"6472",277,"egst","Kokko  Health Clinic","primaryhealthclinic","Thilbang","","adamawa_hong"
"6473",277,"klly","Uding Health Clinic","primaryhealthclinic","Daksiri","","adamawa_hong"
"6474",277,"kvhi","Shiwa kala'a  Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6475",277,"okgr","Midila  Health Clinic","primaryhealthclinic","Thilbang","","adamawa_hong"
"6476",277,"bhlm","Fa'a chibok  Health Clinic","primaryhealthcarecentre","Gaya","","adamawa_hong"
"6477",277,"lmrl","Husara  Health Clinic","primaryhealthclinic","UBA","","adamawa_hong"
"6478",277,"kjrl","Gaya fa'a  Health Clinic","primaryhealthclinic","Gaya","","adamawa_hong"
"6479",277,"lryu","Dzuma  Health Clinic","primaryhealthclinic","Thilbang","","adamawa_hong"
"6480",277,"isft","chika  Health Clinic","primaryhealthclinic","Gaya","","adamawa_hong"
"6481",277,"mbeg","Ngalbi  Health Clinic","primaryhealthclinic","Thilbang","","adamawa_hong"
"6482",277,"orrd","Kwabula Health Clinic","primaryhealthclinic","Banshika","","adamawa_hong"
"6483",277,"edum","Dakza Health Clinic","primaryhealthclinic","Daksiri","","adamawa_hong"
"6484",277,"ntly","Clinic 'C'","primaryhealthclinic","Hong","","adamawa_hong"
"6485",277,"sgqc","EYN Clinic Fadama rake","primaryhealthclinic","Banshika","","adamawa_hong"
"6486",277,"truj","Kokko  Health Clinic","primaryhealthclinic","Thilbang","","adamawa_hong"
"6487",277,"hohk","Husara  Health Clinic","primaryhealthclinic","UBA","","adamawa_hong"
"6488",277,"vnoa","Tastading  Health Clinic","primaryhealthclinic","Daksiri","","adamawa_hong"
"6489",277,"lmyg","Mombol  Health Clinic","primaryhealthclinic","Husherizum","","adamawa_hong"
"6490",277,"kolc","UBA Clinic 'B'","primaryhealthclinic","UBA","","adamawa_hong"
"6491",277,"jrui","Dzaga Yerima  Health Clinic","primaryhealthclinic","Husherizum","","adamawa_hong"
"6492",277,"ibtd","Hildi PHC","primaryhealthclinic","Hildi","","adamawa_hong"
"6493",278,"zmjj","ADEOYO MATERINITY HOSPITAL","generalhospital","YEMETU","3","oyo_ibadan_north"
"6494",278,"mgfj","PHC SAMODA","primaryhealthcarecentre","SAMODA AREA",NA,"oyo_ibadan_north"
"6495",278,"ybzq","GOVERNMNET HOUSE CLINIC","cottagehospital","GOVT HOUSE","4","oyo_ibadan_north"
"6496",278,"kdxo","IDERA DE CLINIC","maternity","AGODI","4","oyo_ibadan_north"
"6497",278,"kdcv","NATIONAL BLOOD TRANSFUSION AGODI","federalmedicalcentre","AGODI AREA","4","oyo_ibadan_north"
"6498",278,"tzfo","ADEOYO MATERINITY HOSPITAL","generalhospital","YEMETU","3","oyo_ibadan_north"
"6499",278,"zddw","UNIVERSITY COLLEGE HOSPITAL","federalmedicalcentre","UCH AREA","10","oyo_ibadan_north"
"6500",278,"zuxz","SERETARIAT CLINIC","cottagehospital","STATE SECRETARIAT",NA,"oyo_ibadan_north"
"6501",278,"ztzw","GOVERNMNET HOUSE CLINIC","comprehensivehealthcentre","GOVT HOUSE","4","oyo_ibadan_north"
"6502",278,"jqyr","COMPORT MEDICAL CENTRE","maternity","TOTAL GARDEN","4","oyo_ibadan_north"
"6503",278,"hqkd","ABIOLA MEMORIAL HOSPITAL YEMETU","maternity","YEMETU AREA",NA,"oyo_ibadan_north"
"6504",278,"cvif","ABIYE MATERNITY CLINIC","maternity","O4/OJE","IDI OMO AREA","oyo_ibadan_north"
"6505",278,"uipm","PHC OBASA","primaryhealthcarecentre","OBASA AREA",NA,"oyo_ibadan_north"
"6506",278,"tozz","PHC BODIJA","primaryhealthcarecentre","BODIJA","12","oyo_ibadan_north"
"6507",278,"yuwd","JUBILEE CLINIC TRADE FAIR COMPLEX","maternity","BODIJA","8","oyo_ibadan_north"
"6508",278,"bcsm","Primary Health  CENTRE AGODI","primaryhealthcarecentre","AGODI AREA","4","oyo_ibadan_north"
"6509",278,"zzwf","GROUP MEDICAL MOKOLA","maternity","MOKOLA","6","oyo_ibadan_north"
"6510",278,"aoyo","PHC SAMONDA","primaryhealthcarecentre","SAMODA AREA",NA,"oyo_ibadan_north"
"6511",278,"pxul","PHC AGBOWO ABA APATA","primaryhealthcarecentre","AGBOWO","12","oyo_ibadan_north"
"6512",278,"nnlt","COMPORT MEDICAL CENTRE","maternity","SANNGO","8","oyo_ibadan_north"
"6513",278,"ouqe","PHC BODIJA","primaryhealthcarecentre","BODIJA","12","oyo_ibadan_north"
"6514",278,"letk","ASSOCIATION ON REPRODUCTIVE CLINIC","specialisthospital","AGODI",NA,"oyo_ibadan_north"
"6515",278,"xjac","FEMI SPECIALIST IDI APE","specialisthospital","IDI APE",NA,"oyo_ibadan_north"
"6516",278,"twqp","PHC ASHI","primaryhealthcarecentre","ASHI AREA",NA,"oyo_ibadan_north"
"6517",278,"hguq","ST. LAW DEFENCE HOSPITAL SABO","cottagehospital","SABO","6","oyo_ibadan_north"
"6518",278,"zqnw","FEDERAL SEC. CLINIC IKOLABA","cottagehospital","IKOLABA","5","oyo_ibadan_north"
"6519",278,"ompb","PHC SABO","primaryhealthcarecentre","SABO AREA",NA,"oyo_ibadan_north"
"6520",278,"smeh","PHC BASORUN","primaryhealthcarecentre","BASHORUN",NA,"oyo_ibadan_north"
"6521",278,"kzmh","ST.DAVID MEDICAL CLINIC BODIJA","maternity","ASHI","10","oyo_ibadan_north"
"6522",278,"bdrb","MODUPE HOSPITAL","specialisthospital","YEMETU","3","oyo_ibadan_north"
"6523",279,"nici","SCHOOL OF NURSING CLINIC","generalhospital","OLUYORO","10","oyo_ibadan_north_east"
